Country/Region/World,ISO,Sex,Year,Mean BMI,Mean BMI lower 95% uncertainty interval,Mean BMI upper 95% uncertainty interval,Prevalence of BMI>=30 kg/m² (obesity),Prevalence of BMI>=30 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=30 kg/m² upper 95% uncertainty interval,Prevalence of BMI>=35 kg/m² (severe obesity),Prevalence of BMI>=35 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=35 kg/m² upper 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² (underweight),Prevalence of BMI<18.5 kg/m² lower 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² upper 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m²,Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m²,Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m²,Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m²,Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m²,Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval,Prevalence of BMI >=40 kg/m²(morbid obesity),Prevalence of BMI >=40 kg/m² lower 95% uncertainty interval,Prevalence of BMI >=40 kg/m² upper 95% uncertainty interval
United Kingdom,GBR,Men,1995,25.9938267167715,25.8002630467412,26.1861205500242,0.150969290006688,0.12907414324332,0.175355331436702,0.0221937845523056,0.0163834349535203,0.0289210384085444,0.00963608876924414,0.00687021011107341,0.0130917638852305,0.0287356099446659,0.0221384202073581,0.0362376845710236,0.379651216110779,0.348260123861716,0.41126673052431,0.431007795268624,0.398584381033705,0.46340198803761,0.128775505454382,0.107411138577773,0.152263795639313,0.0188658470282699,0.0133242994563724,0.0253826909063033,0.00332793752403566,0.00205589126266646,0.00507035671712497
United Kingdom,GBR,Men,1996,26.1084190204371,25.9232652540134,26.2990432815808,0.155967800086563,0.133878569536521,0.179998280740511,0.0238518590955772,0.0178535334690405,0.0307761879040467,0.00935452170108074,0.00667522381020088,0.0126665789328349,0.0278668945484273,0.0214860708428415,0.0350902266321976,0.374218355864659,0.343802950064087,0.405045404127227,0.43259242789927,0.400920856838831,0.464318313444062,0.132115940990986,0.110670707749216,0.155338467765262,0.0201568933133135,0.0144105413275071,0.0268832937091767,0.00369496578226369,0.00229300471479952,0.00557251869588267
United Kingdom,GBR,Men,1997,26.2222068784842,26.0380512848073,26.4096656977761,0.161127498551083,0.138923269530711,0.185090780481978,0.0256212660846799,0.0193462670851873,0.0327439990671703,0.00907954590522494,0.00651553058721279,0.0123167672717937,0.0270205593957197,0.02094189654145,0.0340795400553001,0.368788977538199,0.339275944892964,0.398743279031873,0.433983418709773,0.402990973390723,0.464711204783582,0.135506232466403,0.11406924797663,0.158677493377596,0.0215235679996103,0.0156112377390206,0.0283332300393116,0.00409769808506962,0.00257774544622528,0.0060899793467651
United Kingdom,GBR,Men,1998,26.3350196516031,26.1513489666835,26.5169425430286,0.166443670575415,0.144558753492531,0.190551781585093,0.0275041968404711,0.0208807677725003,0.0348737739818775,0.00881183127038885,0.00634427761222653,0.0118884447978561,0.0262002375542936,0.0203851987305187,0.0330156882209741,0.363344256560876,0.334553972566401,0.392596753761924,0.435200004139027,0.404665800110914,0.465570654627521,0.138939473734944,0.117464899716841,0.161842698457789,0.0229677263006725,0.0168837128866601,0.0300096348279201,0.00453647053979863,0.00288358630973971,0.00672656100381751
United Kingdom,GBR,Men,1999,26.4465901244156,26.2636940778219,26.6272160443323,0.171884702044135,0.149873095866049,0.195820255820541,0.0295001035796987,0.0225978369773692,0.0372185873108458,0.00855047323311642,0.00616089649346771,0.0114960782652353,0.0254073006695802,0.0198006768024666,0.0319378836025092,0.357951349145017,0.33007821755353,0.386590652490403,0.436206175008152,0.406106627391286,0.466363635686619,0.142384598464436,0.120806919791209,0.165205527644566,0.0244877641344123,0.0180976010001292,0.0318237550357867,0.00501233944528637,0.00320484573790694,0.00739933354509694
United Kingdom,GBR,Men,2000,26.5560165318137,26.3740041556812,26.7355941472486,0.177428747425567,0.15535601669519,0.200975569859716,0.0315948550446099,0.0245197372144792,0.0396180073020397,0.00829743883525081,0.00601021170200587,0.0111364671182419,0.024641932841327,0.0193182116516988,0.0308628024912994,0.352614955834628,0.325053035737931,0.380600394536162,0.437016925163228,0.40693753836882,0.466342765252158,0.145833892380957,0.124309590152503,0.168727623222974,0.0260714341665985,0.0194363267399326,0.0336080203897114,0.00552342087801142,0.00357605086927851,0.00808672438027392
United Kingdom,GBR,Men,2001,26.6634124132382,26.480483726419,26.8422097889596,0.183120078440562,0.160998203308183,0.206596394854173,0.0338119896748955,0.02646636207736,0.0420876921876191,0.00804965764146172,0.00582923897986727,0.0107608107488726,0.0238938111829726,0.01875812892991,0.0298398391493128,0.347276506414632,0.320052358304648,0.374647304683377,0.437659946420372,0.408134299153946,0.466623436543638,0.149308088765666,0.12783343307303,0.172450545306897,0.027735578834787,0.0208546039058737,0.0355466164729268,0.00607641084010852,0.00398291554367416,0.0088440934533698
United Kingdom,GBR,Men,2002,26.7654259279,26.5774553816974,26.9438813383301,0.18896292498847,0.166539373234276,0.212396932862661,0.0361560217292405,0.0285102519176078,0.0447015226608156,0.00780840837961336,0.00565546240027663,0.0104161215881234,0.0231658537782284,0.0182306940474386,0.0290589022545542,0.341950658581575,0.315272744435751,0.368360703152918,0.438112154372113,0.408981450057766,0.466373965797266,0.152806903259229,0.131336491745891,0.175451987808183,0.0294824180787147,0.022287576794834,0.0375584233046935,0.00667360365052579,0.00438385382649747,0.00958404502866595
United Kingdom,GBR,Men,2003,26.8615675032726,26.6744819796181,27.0421900174013,0.194908486437906,0.172501381006113,0.21857841822618,0.0386222613869616,0.0306189746773965,0.0475564910855419,0.00757246115338142,0.00550136566525218,0.0101017394799761,0.0224574194495434,0.0176419265960519,0.0280736266198559,0.336666285521329,0.310547971733235,0.362630181946422,0.43839534753784,0.410406270799676,0.466505023017302,0.156286225050945,0.134624894160814,0.179012136452706,0.0313072958089323,0.0238192774121994,0.0397253753763056,0.00731496557802928,0.00487541971696497,0.0104436082954009
United Kingdom,GBR,Men,2004,26.9508057430735,26.7638707611635,27.1368666806141,0.200956224311212,0.1782142092277,0.224742174610311,0.0412008643549372,0.0328425259288843,0.0504940865971038,0.00734101889297877,0.00533247616628133,0.009760265815358,0.02177132928095,0.0171392954630077,0.0272324094908005,0.331424711725866,0.306016343024504,0.356955431507783,0.438506715888994,0.410576347540042,0.466906452089595,0.159755359956275,0.137913507308456,0.182419167660816,0.0332019421326049,0.0253730405072662,0.0419800006109829,0.00799892222233229,0.00539566079120773,0.0113085659359962
